id,station_id,longitude,latitude,pm25,proj_x,proj_y,dem,aod,t2m,tp,dwi,r,wind,dwi_scaled,aod_scaled,t2m_scaled,r_scaled,tp_scaled,wind_scaled,dem_scaled,pm25_scaled
1372,2874A,117.0411667,32.64600333,57.01867995,1632787.249,3676838.664,38,598.8029785,289.1799927,0.000131945,137.7960052,64.47859955,1.956120014,-0.282861155,0.353880384,0.274310059,0.181904508,0.801204812,0.219291372,-0.548775832,1.173171867
134,1149A,121.533,31.2284,34.32876131,2084668.673,3575538.076,6,728.1599731,290.0150146,0.000122879,165.2400055,75.26290131,3.481699944,0.334277767,1.042163734,0.43139376,1.059374817,0.608513783,0.959104397,-0.597585911,-0.490172332
784,1964A,120.47,36.39,30.54245441,1892293.18,4140313.785,24,633.7709961,285.8680115,2.27E-05,98.48819733,63.93629837,0.061830301,-1.166783976,0.539938389,-0.348737391,0.137779891,-1.520715713,-0.699323364,-0.570130241,-0.767737524
960,2279A,116.8556,32.6028,52.76999535,1615772.615,3670001.539,38,578.927002,289.2600098,0.000143874,140.3619995,64.44329834,1.827160001,-0.225159109,0.248124188,0.289362817,0.179032207,1.054746759,0.156753647,-0.548775832,0.861710861
1119,2461A,112.5664,26.9056,41.17035228,1252626.851,2998553.953,64,667.1309814,292.3299866,0.000145088,198.2839966,71.88289642,3.471699953,1.077344842,0.717440367,0.866884579,0.784358965,1.080549418,0.954255013,-0.509117643,0.011368499
1074,2405A,112.5003,32.9735,57.75791702,1201676.567,3673431.807,119,650.4450073,289.1090088,0.000114335,138.8170013,61.97790146,1.106739998,-0.259901804,0.628657552,0.26095662,-0.02156609,0.426917472,-0.192606024,-0.425225319,1.227363586
465,1602A,124.3933,40.1461,29.14195769,2156788.493,4628608.679,30,278.7479858,281.4570007,6.38E-05,110.9580002,62.60029984,0.047754701,-0.886372934,-1.349069836,-1.178533476,0.029075677,-0.647166044,-0.70614917,-0.560978351,-0.870404622
325,1375A,113.257,22.7629,35.33082024,1349734.675,2541076.475,2,670.3330078,296.2460022,0.000114825,232.6349945,73.60369873,0.193792,1.84980285,0.734477725,1.603562533,0.924372938,0.437332055,-0.635330005,-0.603687171,-0.416713765
1360,2859A,117.3747,38.9846,53.32189883,1573489.86,4388634.78,3,811.8540039,286.2980042,6.45E-05,96.08029938,48.09049988,1.42809999,-1.220930876,1.487483355,-0.267847483,-1.151521727,-0.632288069,-0.036766069,-0.602161856,0.902169598
1075,2406A,112.5573,33.027,60.16026941,1206591.566,3679768.383,126,694.664978,289.0180054,0.000111212,137.4900055,62.19689941,0.850984991,-0.289742233,0.863943395,0.243837128,-0.003747208,0.36054045,-0.316631571,-0.414548115,1.40347435
911,2229A,125.9361,41.7156,27.90165737,2245355.804,4835546.596,408,183.8470001,278.0780029,0.000115956,118.2480011,66.87129974,0.293628007,-0.722441174,-1.85401948,-1.81418804,0.3765878,0.461370611,-0.586915644,0.015590706,-0.961328101
1167,2509A,110.1106,22.7019,32.38992494,1025377.563,2519580.123,94,538.6610107,295.026001,0.000105624,229.503006,78.79370117,0.563569009,1.779373176,0.033876698,1.374056811,1.34666018,0.241771702,-0.456010756,-0.463358194,-0.632303835
1329,2685A,106.2375,36.0211,31.65721412,611505.9119,3986996.976,1798,267.3150024,280.098999,4.71E-05,104.6179962,57.58520126,0.068149298,-1.028941918,-1.409902512,-1.43399975,-0.378980421,-1.002112017,-0.696259037,2.135778512,-0.68601713
115,1130A,126.561,45.8167,33.32607643,2173067.142,5304831.457,117,320.6619873,277.2380066,7.99E-05,148.9810028,58.21870041,1.339110017,-0.031341796,-1.126053606,-1.972207521,-0.327435434,-0.304972622,-0.079920767,-0.428275949,-0.563676786
981,2300A,118.3158,32.3061,48.98984141,1758395.107,3653390.11,19,598.9569702,288.848999,0.000149668,134.5379944,67.86250305,1.836949945,-0.356124719,0.354699744,0.212043769,0.457237572,1.177893882,0.161501171,-0.577756816,0.584596728
817,1999A,120.268,31.92,47.83254863,1950923.267,3635299.838,8,786.1550293,289.4159851,0.000127254,140.1730042,69.2338028,3.58623004,-0.229409086,1.350744122,0.318704775,0.568814088,0.701501126,1.009795105,-0.594535281,0.499758335
1050,2378A,116.3598,27.9639,34.71072359,1621426.744,3145779.605,47,591.6810303,292.6600037,0.000144723,198.2480011,69.91059875,3.524149895,1.076535404,0.315985886,0.928967151,0.623881942,1.072791617,0.979690029,-0.535047997,-0.462171582
466,1603A,124.3678,40.1194,29.42473228,2155275.645,4625123.616,18,273.7799988,281.4570007,6.38E-05,110.9580002,62.60029984,0.047754701,-0.886372934,-1.375503527,-1.178533476,0.029075677,-0.647166044,-0.70614917,-0.579282131,-0.849675086
1001,2326A,117.6028,26.2378,26.23498291,1764945.5,2964186.633,231,295.9070129,292.5549927,0.000136585,209.5780029,75.57250214,0.074019,1.331315502,-1.257769998,0.909212559,1.084565649,0.899824531,-0.69341259,-0.254390043,-1.083508058
278,1325A,114.3672,30.5719,47.21781106,1400161.915,3419795.548,28,637.3729858,291.1059875,0.000128848,171.246994,65.12529755,1.811239958,0.469358162,0.559103874,0.636626774,0.234523426,0.7353804,0.149033399,-0.564028981,0.45469338
828,2010A,119.7183,30.2366,34.19174743,1923868.736,3438395.374,43,388.3120117,290.0140076,0.000149633,173.7640076,73.80529785,0.521265984,0.525958769,-0.766101014,0.431204324,0.940776155,1.177149984,-0.476525138,-0.541149257,-0.500216495
502,1648A,119.12,36.7019,52.05964015,1764832.792,4156050.751,33,722.2659912,286.7969971,3.26E-05,97.62740326,55.24710083,0.631404996,-1.18614083,1.010803005,-0.173977308,-0.569221176,-1.31029864,-0.423114448,-0.556402407,0.809636404
800,1982A,122.019,37.187,23.42634651,2016400.852,4254074.281,45,442.4190063,285.0090027,4.61E-05,98.39029694,66.31610107,0.041990001,-1.168985482,-0.478208244,-0.510333491,0.331413773,-1.023366267,-0.708944697,-0.538098627,-1.289402541
1108,2450A,114.3372,29.8686,39.41689166,1403759.393,3341106.013,49,513.5380249,291.0299988,0.000108124,176.677002,69.45240021,0.839878023,0.591463877,-0.099797811,0.622331836,0.58660038,0.294907326,-0.322017772,-0.531997367,-0.117173546
597,1759A,124.0878,41.8864,31.84499627,2086390.472,4817126.627,113,296.3779907,280.9030151,5.86E-05,116.5859985,53.91740036,0.224745005,-0.75981497,-1.255264017,-1.282748837,-0.677412945,-0.757688143,-0.62031969,-0.434377209,-0.672251265
712,1887A,104.6789,28.7989,48.49363431,468664.4507,3185748.092,325,617.6660156,291.9549866,0.000128585,185.3130035,69.60079956,0.320425987,0.785663433,0.454246927,0.796339856,0.59867497,0.729790533,-0.573920261,-0.111010436,0.548220961
728,1906A,106.0789,30.8023,47.49283113,603213.134,3408189.802,277,548.4959717,291.572998,7.07E-05,168.5690002,72.72609711,0.925746977,0.409137561,0.086206608,0.724480444,0.852966427,-0.50051172,-0.280376577,-0.184225554,0.47485445
437,1513A,112.9227,27.8159,47.1880152,1281713.768,3102133.568,48,620.6920166,291.9689941,0.000173281,193.1289978,71.75019836,4.220860004,0.961423316,0.470347689,0.798974937,0.773561919,1.679770484,1.31755185,-0.533522682,0.452509116
367,1419A,106.54,29.5186,39.66707476,649250.3783,3266432.69,209,582.007019,292.3670044,9.15E-05,183.5090027,70.93260193,0.578297973,0.745096493,0.264512358,0.87384834,0.707037761,-0.058423323,-0.448868109,-0.287946972,-0.098833216
50,1061A,114.904,40.8725,34.89778412,1335133.986,4572091.577,949,263.5109863,279.5950012,3.02E-05,98.52189636,45.27489853,0.221993998,-1.166026179,-1.43014294,-1.528811443,-1.380614592,-1.361308839,-0.62165376,0.840786104,-0.448458617
671,1838A,111.1489,34.7997,54.71410113,1062839.817,3868106.552,341,524.8829956,287.3590088,4.36E-05,108.7969971,54.37279892,1.114220023,-0.934967859,-0.039433434,-0.068252083,-0.640359205,-1.076501891,-0.188978669,-0.086605396,1.004228652
1166,2508A,109.5683,23.1036,35.33414061,968153.9209,2562322.345,44,557.5479736,295.0140076,9.78E-05,223.1179962,78.07679749,0.151130006,1.635792137,0.134370546,1.371800621,1.28832894,0.075478451,-0.656018465,-0.539623942,-0.416470357
1451,3134A,113.8172,34.0339,64.25050273,1315130.261,3801184.889,74,711.4619751,289.4370117,5.59E-05,117.4869995,54.70270157,0.019460499,-0.739553974,0.953316942,0.322660283,-0.613516505,-0.815074618,-0.719870129,-0.493864493,1.703319668
995,2316A,118.7581,30.9447,40.91141061,1820156.749,3505967.971,15,576.132019,290.1180115,0.000129772,175.9290009,69.08200073,2.150949955,0.574643422,0.233252628,0.450769461,0.556462634,0.755019327,0.313771985,-0.583858076,-0.007613902
260,1302A,116.989,36.6872,55.45626339,1573311.516,4127832.624,30,717.2709961,287.6579895,6.62E-05,101.1340027,48.99940109,0.686760008,-1.107287202,0.98422561,-0.012008056,-1.077568508,-0.596155845,-0.396270651,-0.560978351,1.058634809
599,1761A,123.8436,41.3283,30.10551719,2080153.368,4750177.729,205,296.9549866,280.2550049,3.47E-05,113.9580002,58.61380005,0.380501986,-0.818911313,-1.252193935,-1.404652036,-0.295287947,-1.265664715,-0.544787074,-0.294048232,-0.799768357
485,1630A,117.9776,37.393,54.1054142,1651275.774,4218430.042,11,752.6729736,287.1080017,9.82E-05,94.70500183,48.25529861,1.250509977,-1.251857477,1.172592631,-0.115471353,-1.138112792,0.083980151,-0.122886371,-0.589959336,0.959607254
999,2324A,117.6211,26.2625,26.88994968,1766525.448,2967146.421,200,296.5570068,292.5889893,0.00013785,208.9680023,75.57029724,0.071970098,1.317598292,-1.254311508,0.915607975,1.084386246,0.926711158,-0.694406182,-0.301674807,-1.035493995
1043,2371A,114.3442,27.8036,38.28097537,1422727.304,3110745.899,115,501.2409973,291.3269959,0.000142685,189.3119965,74.32250214,0.385538995,0.875589617,-0.165227898,0.678202711,0.982858751,1.029475456,-0.542344432,-0.431326579,-0.200444879
458,1595A,109.9734,39.7884,25.39736774,925932.9043,4416118.63,1429,314.4240112,280.9289856,3.85E-05,87.48560333,44.11470032,2.574249983,-1.414201587,-1.15924466,-1.277863286,-1.475014721,-1.184898566,0.519046628,1.572937289,-1.144911643
967,2286A,117.8078,30.9222,52.61763027,1728528.02,3492283.55,108,509.5679932,290.3139954,0.000107176,164.8840027,68.82530212,2.174849987,0.326272258,-0.120921576,0.487637807,0.535576218,0.274758297,0.32536204,-0.442003784,0.850541338
714,1889A,101.5769,26.5928,34.0356302,159039.3828,2945898.354,1146,225.0390015,294.2810059,8.66E-05,179.2740021,51.49940109,0.0157608,0.649863157,-1.634844871,1.233908884,-0.874154711,-0.162569148,-0.721664257,1.141273153,-0.511661079
961,2280A,116.8306,32.6319,54.02597263,1613038.312,3672988.665,35,520.78302,289.2789917,0.000145617,139.8569946,64.33480072,1.838459969,-0.236515259,-0.061248605,0.292933678,0.170204241,1.091792916,0.162233441,-0.553351777,0.953783581
282,1329A,114.4272,30.6103,56.78968769,1405590.857,3424566.356,38,696.9000244,290.980011,0.000137296,170.8269959,65.42590332,1.542659998,0.459913578,0.875835641,0.612928169,0.258982371,0.914936303,0.018788534,-0.548775832,1.156384987
1162,2504A,108.5989,21.7431,31.66228185,872325.7096,2408727.871,8,532.7139893,296.0450134,0.000116897,235.0110016,77.15139771,0.083344601,1.903232614,0.002233757,1.565752669,1.213033307,0.48137086,-0.688890244,-0.594535281,-0.685645626
199,1227A,120.127,30.2456,35.86527017,1963712.383,3444776.937,27,619.5180054,290.5020142,0.000145086,176.0859985,71.48570251,1.187549949,0.578173859,0.464101004,0.523007765,0.752041077,1.08050691,-0.153418137,-0.565554296,-0.377534506
1196,2538A,103.757,29.5634,46.86862671,379589.3534,3271052.623,378,703.1380005,291.5310059,8.96E-05,173.5429993,70.52770233,0.117040999,0.520988909,0.909026696,0.716580921,0.674092895,-0.098806398,-0.67254955,-0.030168743,0.429095502
822,2004A,119.579,31.751,46.11339764,1887425.497,3606982.46,7,682.276001,289.598999,0.000138472,149.2519989,67.91390228,2.984669924,-0.02524785,0.798024064,0.353133214,0.461419697,0.939931301,0.718075215,-0.596060596,0.373731448
587,1749A,123.011,41.0931,33.93006913,2015722.945,4708506.229,86,502.0180054,282.4590149,3.45E-05,111.7969971,49.07400131,0.648714006,-0.867506237,-0.161093589,-0.990035307,-1.071498622,-1.269915565,-0.414720636,-0.475560713,-0.519399512
1219,2564A,104.6469,30.1142,39.10870309,465983.2747,3331492.338,373,635.3319702,291.8169861,7.39E-05,180.4539948,68.26670074,1.232710004,0.676397897,0.548244028,0.770379304,0.490125327,-0.432498121,-0.13151827,-0.037795318,-0.13976612
584,1745A,118.9572,42.2725,28.80627014,1651966.474,4775407.278,579,380.6409912,281.1960144,4.77E-05,108.7969971,38.97380066,1.150629997,-0.934967859,-0.806917019,-1.227630025,-1.89330669,-0.989359467,-0.171322057,0.276419566,-0.895013081
1059,2387A,114.2878,35.7306,54.95402781,1341096.66,3994084.51,90,828.0709839,288.678009,5.73E-05,104,51.70209885,0.000200583,-1.042838927,1.573770744,0.179877257,-0.857662102,-0.785318668,-0.729210011,-0.469459453,1.021817108
161,1180A,117.256,34.2153,58.96325263,1632113.756,3854741.331,36,762.28302,288.571991,9.64E-05,108.6719971,59.95660019,1.119840026,-0.93777876,1.223725814,0.15993323,-0.186030317,0.045722501,-0.186253311,-0.551826462,1.315723885
734,1912A,106.9242,27.7019,25.24393692,689730.6784,3065662.427,889,491.6700134,288.9339905,0.000134586,191.8159943,76.84729767,4.944519997,0.931897534,-0.216153237,0.228032307,1.188290049,0.857337286,1.668482718,0.749267206,-1.156159293
918,2236A,122.8211,45.6175,24.70458356,1888619.261,5208406.59,152,254.3470001,278.9599915,4.82E-05,136.5390015,46.90169907,0.920659006,-0.311127657,-1.478902724,-1.648268997,-1.248249121,-0.978732342,-0.282843932,-0.374889925,-1.19569801
654,1819A,114.32,36.086,74.9400497,1340210.791,4033944.847,81,778.3959961,288.4179993,5.65E-05,101.5299988,49.32350159,0.00805456,-1.098382356,1.309459819,0.130964425,-1.051197903,-0.802322068,-0.725401312,-0.483187288,2.48694504
1132,2474A,113.0119,25.8179,30.21228146,1304681.679,2880126.449,179,445.9379883,291.8739929,0.000133559,208.3209991,76.36229706,0.584195018,1.303048997,-0.459484427,0.781103381,1.148827723,0.835509171,-0.446008402,-0.333706421,-0.791941721
239,1277A,117.302,31.7956,51.26930649,1668550.949,3584512.43,20,725.1119995,289.697998,0.000119064,153.9060059,65.69719696,1.633340001,0.079407769,1.025946061,0.371756832,0.281056318,0.52742882,0.062762793,-0.576231501,0.751698915
163,1182A,117.2933,34.2778,70.89968323,1634721.286,3862153.45,39,852.5839844,288.5700073,9.31E-05,108.5780029,59.70510101,1.126039982,-0.939892427,1.704199641,0.159560057,-0.206493678,-0.024416523,-0.183246711,-0.547250517,2.190755343
500,1645A,121.4478,37.4822,27.43046243,1959221.764,4277847.661,15.5,547.3250122,285.9989929,4.55E-05,98.57589722,64.83080292,0.031109501,-1.16481185,0.079976161,-0.324097267,0.210561718,-1.036118817,-0.714221075,-0.583095419,-0.995870286
997,2318A,118.7175,30.9431,44.79174897,1816248.655,3505294.028,41,518.7449951,290.1270142,0.000132778,175.1869965,69.00769806,2.147759914,0.557957815,-0.072092538,0.452463042,0.550416958,0.818909602,0.31222501,-0.544199887,0.276844514
1030,2358A,117.0564,28.2642,34.98006291,1687358.036,3186195.857,36,450.5339966,292.8770142,0.00015944,199.4830017,68.99299622,1.073660016,1.104307118,-0.435029963,0.969791006,0.549220736,1.385590412,-0.208647793,-0.551826462,-0.442426954
259,1301A,117.114,36.6739,46.82830909,1584738.813,4127781.484,110,725.9860229,287.3320007,7.07E-05,100.7559967,50.70029831,0.66148901,-1.115787501,1.030596569,-0.073332827,-0.939174123,-0.50051172,-0.40852554,-0.438953154,0.426139913
768,1948A,106.3717,39.0153,46.35099501,618754.703,4319369.433,1111,502.0140076,281.5280151,2.26E-05,96.12789917,38.1719017,0.061030801,-1.219860489,-0.161114861,-1.1651743,-1.958553615,-1.522841138,-0.699711073,1.087887129,0.391149148
1272,2624A,91.7608,29.2313,8.507112456,-792638.1283,3307381.047,3584,164.0579987,278.8410034,0.000115363,170.2610016,42.22499847,0.876900971,0.447185947,-1.959312899,-1.670652951,-1.628771293,0.448766841,-0.304063905,4.859991044,-2.383096256
1144,2486A,110.0394,27.583,35.93635872,997749.7953,3061163.164,246,489.7829895,291.0589905,0.000164603,194.7460022,73.1772995,3.068370104,0.997785229,-0.226193724,0.627785734,0.889678743,1.495326104,0.758664687,-0.231510318,-0.372323173
212,1242A,120.634,28.0089,32.11351848,2047782.298,3198978.397,15,705.3049927,290.9920044,0.000193916,206.6719971,81.74160004,0.208388999,1.265967548,0.920556839,0.615184358,1.586517501,2.11835193,-0.628251353,-0.583858076,-0.652566538
382,1439A,106.6856,26.6029,26.56706727,667835.1419,2943559.747,1122,388.1040039,288.2290039,0.000124597,192.1620026,80.29699707,3.978410006,0.939678295,-0.767207783,0.09541075,1.468976631,0.645028584,1.199978419,1.104665593,-1.05916374
952,2270A,117.3961,32.939,58.13494759,1662486.594,3713558.43,23,665.5620117,288.9410095,0.000145202,126.5810013,64.40679932,1.686579943,-0.535055271,0.709092185,0.229352717,0.176062445,1.082972402,0.088580911,-0.571655556,1.255002804
576,1737A,111.4917,36.0417,66.12050548,1085160.313,4008126.783,449,670.2369995,285.7399902,5.94E-05,90.1832962,49.00519943,0.118043996,-1.353538008,0.733966884,-0.372820663,-1.077096723,-0.740684744,-0.672063158,0.07812862,1.840405141
1401,2997A,119.8767,32.3292,46.48033797,1906867.848,3675968.9,5,700.8070068,289.1239929,0.000124925,131.2980042,67.89589691,3.550029993,-0.42898305,0.896623933,0.263775418,0.459954681,0.651999978,0.992240295,-0.599111226,0.400630974
394,1452A,102.728,25.0836,22.8697465,270849.7766,2776131.491,1904,263.875,289.9899902,0.000167418,195.121994,62.59579849,6.375689983,1.006240235,-1.428206094,0.426686189,0.028709422,1.555156817,2.362512692,2.297461898,-1.330205569
1006,2334A,118.1756,26.6272,22.47758831,1818477.162,3013886.961,240,294.9809875,293.6270142,0.000184632,201.7050018,72.57109833,0.0330633,1.154273695,-1.262697199,1.11088045,0.840354871,1.921027474,-0.713273602,-0.240662208,-1.358953758
767,1947A,106.3394,38.817,44.63027624,616281.4523,4297321.247,1100,448.6910095,281.8190002,3.28E-05,97.20339966,38.70449829,0.0242905,-1.195675487,-0.444836138,-1.110434398,-1.915218617,-1.30604779,-0.717527873,1.071108664,0.26500733
1351,2708A,88.1267,47.8515,8.917913136,-760237.0314,5439300.36,903,324.42099,274.7879944,5.77E-05,103.1100006,53.52069855,0.272365987,-1.062852528,-1.106052685,-2.433102002,-0.709690794,-0.776816968,-0.597226424,0.770621615,-2.352981431
531,1681A,110.3928,21.2228,24.55772419,1060245.95,2356369.734,23,551.7979736,296.5020142,0.000112465,238.5269928,80.4803009,9.973310471,1.982297437,0.103775917,1.651723321,1.483891242,0.387172025,4.107138749,-0.571655556,-1.206463923
1375,2877A,119.1638,36.6525,51.66278202,1769611.441,4151118.492,52,691.9099731,286.6870117,3.32E-05,97.3585968,56.14870071,0.467758,-1.192185537,0.849284551,-0.19466768,-0.495862034,-1.29754609,-0.50247324,-0.527421422,0.780543674
1131,2473A,113.0116,25.8226,36.21074415,1304619.321,2880648.262,179,445.9379883,291.8739929,0.000133559,208.3209991,76.36229706,0.584195018,1.303048997,-0.459484427,0.781103381,1.148827723,0.835509171,-0.446008402,-0.333706421,-0.352208627
160,1178A,117.192,34.2417,65.53613108,1625810.732,3856968.534,43,771.6010132,288.6340027,9.24E-05,107.5540009,59.63380051,1.095479965,-0.962919372,1.273305039,0.171598825,-0.21229508,-0.039294498,-0.198066452,-0.541149257,1.797566038
419,1477A,104.148,35.94,29.86760193,423152.2522,3977628.983,1756,369.1059875,281.8269959,4.72E-05,118.8970032,51.41389847,6.139900208,-0.707846929,-0.868292525,-1.108930253,-0.881111676,-0.999986592,2.248169062,2.071715283,-0.817209361
235,1273A,117.16,31.9051,44.71339252,1653578.426,3595219.28,31,603.6550293,289.3880005,0.000117342,153.3600006,66.08399963,1.657889962,0.067129635,0.3796972,0.313440332,0.312528718,0.490829002,0.074668023,-0.559453037,0.271100388
228,1266A,118.855,28.9745,31.58484614,1856828.369,3285635.954,67,451.4670105,291.0759888,0.000184321,195.1430054,71.91950226,2.986200094,1.006712722,-0.430065578,0.630983441,0.787337418,1.914417403,0.718817254,-0.504541698,-0.691322255
113,1128A,125.217,43.85,33.49530963,2125733.863,5058240.511,212,407.6690063,279.0929871,4.49E-05,123.8460007,56.1916008,4.016379833,-0.596557797,-0.66310622,-1.623249964,-0.492371446,-1.048871367,1.218391465,-0.283371027,-0.551270701
488,1633A,117.8477,36.497,54.8251447,1653422.788,4116744.881,222,467.1619873,286.0299988,6.66E-05,98.37989807,57.97850037,0.286520988,-1.169219324,-0.346555666,-0.31826446,-0.346979435,-0.587654145,-0.590362114,-0.268117878,1.012368993
94,1109A,121.6119444,38.97388889,33.12708202,1943038.858,4447540.679,14,450.7030029,284.8160095,4.36E-05,102.9290009,62.20339966,0.03351,-1.066922706,-0.434130714,-0.546639228,-0.003218312,-1.076501891,-0.713056979,-0.585383391,-0.578264595
1149,2491A,111.9892,27.7044,32.71533303,1190039.206,3084087.9,128,568.1779785,290.7680054,0.000137065,192.6369934,74.77300262,1.990460038,0.950359511,0.19093073,0.573045832,1.019513956,0.910026571,0.235944184,-0.411497485,-0.608448938
