,x1,x2,coord1,coord2,y
64,-0.5126,1.0886,-1.628,-0.7274,26.3808
65,-0.5758,1.1012,-1.628,-0.658,26.843
66,-0.6264,1.1012,-1.628,-0.5888,26.5052
67,-0.6644,1.1138,-1.628,-0.5196,27.0384
68,-0.6962,1.1138,-1.628,-0.4502,26.7728
69,-0.7468,1.1074,-1.628,-0.381,27.7634
70,-0.7848,1.0948,-1.628,-0.3116,27.244
71,-0.8164,1.1074,-1.628,-0.2424,25.7786
72,-0.8354,1.1392,-1.628,-0.1732,25.1492
73,-0.829,1.1772,-1.628,-0.1038,24.1788
74,-0.81,1.2278,-1.628,-0.0346,25.8528
75,-0.753,1.272,-1.628,0.0346,28.4614
76,-0.734,1.3226,-1.628,0.1038,26.3784
77,-0.7594,1.3416,-1.628,0.1732,25.9982
78,-0.7404,1.367,-1.628,0.2424,26.311
79,-0.734,1.3544,-1.628,0.3116,27.165
80,-0.734,1.3164,-1.628,0.381,25.9044
81,-0.7468,1.272,-1.628,0.4502,27.3012
82,-0.7468,1.234,-1.628,0.5196,27.265
83,-0.753,1.1898,-1.628,0.5888,26.2484
84,-0.7784,1.1454,-1.628,0.658,24.4834
85,-0.8416,1.1012,-1.628,0.7274,24.488
86,-0.905,1.0506,-1.628,0.7966,23.454
87,-0.9556,1.0,-1.628,0.866,23.0524
88,-1.0062,0.9746,-1.628,0.9352,22.8194
89,-1.0378,0.981,-1.628,1.0044,22.8198
90,-1.0886,0.9746,-1.628,1.0738,20.5894
91,-1.1264,0.981,-1.628,1.143,19.9986
92,-1.1644,0.9682,-1.628,1.2124,18.868
93,-1.2278,0.9556,-1.628,1.2816,17.6086
94,-1.2848,0.9492,-1.628,1.3508,17.3856
95,-1.3416,0.9366,-1.628,1.4202,17.2048
96,-1.405,0.886,-1.628,1.4894,16.462
97,-1.4366,0.848,-1.628,1.5588,13.8776
98,-1.4366,0.81,-1.628,1.628,11.4222
99,-1.3986,0.8036,-1.628,1.6974,11.661
100,-0.7658,0.8796,-1.5588,-1.6974,22.2798
101,-0.715,0.905,-1.5588,-1.628,23.6348
102,-0.6518,0.9176,-1.5588,-1.5588,23.982
103,-0.5886,0.9366,-1.5588,-1.4894,22.7064
104,-0.5062,0.962,-1.5588,-1.4202,22.5328
105,-0.4302,0.9872,-1.5588,-1.3508,23.4078
106,-0.3606,0.9936,-1.5588,-1.2816,25.7374
107,-0.2974,0.9936,-1.5588,-1.2124,26.1424
108,-0.2594,1.0062,-1.5588,-1.143,25.6952
109,-0.2658,1.0126,-1.5588,-1.0738,26.6516
110,-0.291,1.0316,-1.5588,-1.0044,27.6346
111,-0.3416,1.0632,-1.5588,-0.9352,27.4678
112,-0.3924,1.1012,-1.5588,-0.866,26.1168
113,-0.443,1.1202,-1.5588,-0.7966,26.6088
114,-0.4936,1.1392,-1.5588,-0.7274,24.8078
115,-0.5632,1.1518,-1.5588,-0.658,26.791
116,-0.6264,1.1644,-1.5588,-0.5888,27.5416
117,-0.6644,1.1834,-1.5588,-0.5196,27.268
118,-0.6898,1.1834,-1.5588,-0.4502,29.1264
119,-0.7024,1.1834,-1.5588,-0.381,29.2906
120,-0.7278,1.1962,-1.5588,-0.3116,27.7014
121,-0.7404,1.2024,-1.5588,-0.2424,29.4922
122,-0.7594,1.2088,-1.5588,-0.1732,26.5358
123,-0.7214,1.2404,-1.5588,-0.1038,26.825
124,-0.6898,1.291,-1.5588,-0.0346,28.574
125,-0.6392,1.3354,-1.5588,0.0346,28.1898
126,-0.6328,1.3734,-1.5588,0.1038,28.7478
127,-0.6454,1.3924,-1.5588,0.1732,27.1378
128,-0.6138,1.3924,-1.5588,0.2424,28.1548
129,-0.6074,1.3734,-1.5588,0.3116,26.4232
130,-0.6202,1.3354,-1.5588,0.381,28.113
131,-0.6454,1.2974,-1.5588,0.4502,27.8686
132,-0.6582,1.2658,-1.5588,0.5196,28.2492
133,-0.6962,1.215,-1.5588,0.5888,27.2898
134,-0.7214,1.1708,-1.5588,0.658,27.0354
135,-0.7784,1.1328,-1.5588,0.7274,24.7896
136,-0.8416,1.1012,-1.5588,0.7966,23.5088
137,-0.8986,1.0696,-1.5588,0.866,23.6666
138,-0.9366,1.0696,-1.5588,0.9352,24.243
139,-0.9682,1.0696,-1.5588,1.0044,23.9396
140,-1.0252,1.0822,-1.5588,1.0738,21.9834
141,-1.0948,1.0822,-1.5588,1.143,21.9378
142,-1.1454,1.0822,-1.5588,1.2124,20.663
143,-1.1962,1.0758,-1.5588,1.2816,18.369
144,-1.272,1.0506,-1.5588,1.3508,17.5368
145,-1.348,1.0252,-1.5588,1.4202,18.9034
146,-1.4112,0.9746,-1.5588,1.4894,16.5856
147,-1.4302,0.924,-1.5588,1.5588,16.471
148,-1.4492,0.9302,-1.5588,1.628,13.0976
149,-1.462,0.905,-1.5588,1.6974,13.2394
150,-0.8164,0.8354,-1.4894,-1.6974,22.5944
151,-0.7468,0.8544,-1.4894,-1.628,22.4094
152,-0.6834,0.886,-1.4894,-1.5588,21.9386
153,-0.6012,0.9112,-1.4894,-1.4894,22.6986
154,-0.5252,0.9492,-1.4894,-1.4202,23.0604
155,-0.443,0.9746,-1.4894,-1.3508,25.2158
156,-0.3606,0.981,-1.4894,-1.2816,24.5954
157,-0.2974,0.9872,-1.4894,-1.2124,26.4828
158,-0.2594,1.0,-1.4894,-1.143,26.3562
159,-0.253,1.0126,-1.4894,-1.0738,27.7846
160,-0.2784,1.0316,-1.4894,-1.0044,28.4688
161,-0.3164,1.0632,-1.4894,-0.9352,27.26
162,-0.367,1.0948,-1.4894,-0.866,29.1314
163,-0.4176,1.1264,-1.4894,-0.7966,25.548
164,-0.462,1.1518,-1.4894,-0.7274,26.9508
165,-0.5252,1.1644,-1.4894,-0.658,28.3928
166,-0.5822,1.1834,-1.4894,-0.5888,27.6848
167,-0.6202,1.2024,-1.4894,-0.5196,28.3878
168,-0.6264,1.2278,-1.4894,-0.4502,28.0928
169,-0.6328,1.253,-1.4894,-0.381,28.144
170,-0.6264,1.272,-1.4894,-0.3116,28.5488
171,-0.6392,1.272,-1.4894,-0.2424,28.6524
172,-0.6202,1.272,-1.4894,-0.1732,28.6914
173,-0.5886,1.2974,-1.4894,-0.1038,30.0584
174,-0.5632,1.329,-1.4894,-0.0346,27.5164
175,-0.5378,1.3544,-1.4894,0.0346,29.7048
176,-0.5252,1.3734,-1.4894,0.1038,29.63
177,-0.5126,1.386,-1.4894,0.1732,29.3148
178,-0.5062,1.386,-1.4894,0.2424,27.0098
179,-0.4936,1.367,-1.4894,0.3116,27.6084
180,-0.5188,1.329,-1.4894,0.381,27.2674
181,-0.5568,1.2974,-1.4894,0.4502,28.8678
182,-0.5886,1.272,-1.4894,0.5196,27.7082
183,-0.6138,1.2404,-1.4894,0.5888,28.479
184,-0.6772,1.1962,-1.4894,0.658,26.2006
185,-0.7278,1.1708,-1.4894,0.7274,26.118
186,-0.7848,1.1582,-1.4894,0.7966,25.8494
187,-0.8226,1.1328,-1.4894,0.866,26.9022
188,-0.8416,1.1264,-1.4894,0.9352,25.6742
189,-0.886,1.1392,-1.4894,1.0044,23.3684
190,-0.9556,1.1582,-1.4894,1.0738,23.2672
191,-1.0378,1.1644,-1.4894,1.143,22.3762
192,-1.1074,1.1518,-1.4894,1.2124,23.8632
193,-1.1708,1.1328,-1.4894,1.2816,22.2638
194,-1.234,1.1202,-1.4894,1.3508,19.6158
195,-1.3226,1.1012,-1.4894,1.4202,16.4198
196,-1.367,1.0696,-1.4894,1.4894,17.5582
197,-1.4112,1.0316,-1.4894,1.5588,15.3756
198,-1.4302,1.0188,-1.4894,1.628,15.5832
199,-1.4682,1.0,-1.4894,1.6974,15.4538
200,-0.8354,0.7658,-1.4202,-1.6974,21.2334
201,-0.7594,0.8036,-1.4202,-1.628,21.8406
202,-0.6644,0.8416,-1.4202,-1.5588,21.6718
203,-0.5758,0.8734,-1.4202,-1.4894,21.2794
204,-0.5126,0.905,-1.4202,-1.4202,23.5658
205,-0.462,0.924,-1.4202,-1.3508,23.6034
206,-0.3606,0.9492,-1.4202,-1.2816,24.9156
207,-0.2848,0.9492,-1.4202,-1.2124,25.8338
208,-0.253,0.9682,-1.4202,-1.143,24.6174
209,-0.253,0.9872,-1.4202,-1.0738,26.5786
210,-0.253,1.0126,-1.4202,-1.0044,30.4068
211,-0.2784,1.0568,-1.4202,-0.9352,29.4918
212,-0.3354,1.0822,-1.4202,-0.866,29.1148
213,-0.3986,1.1202,-1.4202,-0.7966,28.1392
214,-0.4366,1.1454,-1.4202,-0.7274,29.1026
215,-0.481,1.1582,-1.4202,-0.658,27.393
216,-0.5252,1.1772,-1.4202,-0.5888,28.3036
217,-0.5442,1.2088,-1.4202,-0.5196,29.293
218,-0.5568,1.2468,-1.4202,-0.4502,28.1044
219,-0.5568,1.272,-1.4202,-0.381,26.6166
220,-0.5378,1.2974,-1.4202,-0.3116,27.6526
221,-0.5442,1.3036,-1.4202,-0.2424,28.3632
222,-0.5,1.3226,-1.4202,-0.1732,31.8514
223,-0.462,1.348,-1.4202,-0.1038,30.4866
224,-0.4492,1.367,-1.4202,-0.0346,30.5482
225,-0.4366,1.3734,-1.4202,0.0346,30.2856
226,-0.4112,1.3734,-1.4202,0.1038,29.6084
227,-0.3796,1.3796,-1.4202,0.1732,29.7818
228,-0.348,1.3734,-1.4202,0.2424,29.63
229,-0.348,1.348,-1.4202,0.3116,27.9472
230,-0.386,1.3164,-1.4202,0.381,29.5068
231,-0.405,1.2848,-1.4202,0.4502,29.8054
232,-0.4492,1.2784,-1.4202,0.5196,27.5072
233,-0.5126,1.2594,-1.4202,0.5888,29.299
234,-0.5758,1.234,-1.4202,0.658,27.7202
235,-0.6644,1.2214,-1.4202,0.7274,26.8542
236,-0.6962,1.2024,-1.4202,0.7966,26.692
237,-0.753,1.1898,-1.4202,0.866,25.2998
238,-0.7848,1.1962,-1.4202,0.9352,25.9298
239,-0.829,1.2214,-1.4202,1.0044,24.7654
240,-0.905,1.2278,-1.4202,1.0738,23.1566
241,-1.0,1.2404,-1.4202,1.143,22.6326
242,-1.0758,1.234,-1.4202,1.2124,23.0618
243,-1.1392,1.2088,-1.4202,1.2816,22.5272
244,-1.2088,1.1834,-1.4202,1.3508,19.552
245,-1.2784,1.1518,-1.4202,1.4202,18.2794
246,-1.329,1.1582,-1.4202,1.4894,17.8444
247,-1.3606,1.1392,-1.4202,1.5588,17.5336
248,-1.405,1.1138,-1.4202,1.628,14.7994
249,-1.4492,1.0758,-1.4202,1.6974,15.944
250,-0.8164,0.715,-1.3508,-1.6974,19.977
251,-0.734,0.7468,-1.3508,-1.628,19.9578
252,-0.6392,0.7974,-1.3508,-1.5588,21.5514
253,-0.5632,0.8226,-1.3508,-1.4894,21.413
254,-0.5062,0.8354,-1.3508,-1.4202,23.1312
255,-0.4492,0.8606,-1.3508,-1.3508,22.542
256,-0.3606,0.8796,-1.3508,-1.2816,23.6246
257,-0.272,0.8924,-1.3508,-1.2124,22.7944
258,-0.2214,0.9112,-1.3508,-1.143,25.1842
259,-0.2088,0.943,-1.3508,-1.0738,26.8072
260,-0.2278,0.9872,-1.3508,-1.0044,27.5826
261,-0.2468,1.0316,-1.3508,-0.9352,29.4612
262,-0.291,1.0696,-1.3508,-0.866,27.7906
263,-0.3416,1.1012,-1.3508,-0.7966,27.9766
264,-0.3796,1.1202,-1.3508,-0.7274,26.7136
265,-0.405,1.1454,-1.3508,-0.658,29.4188
266,-0.4366,1.1708,-1.3508,-0.5888,30.1118
267,-0.462,1.2088,-1.3508,-0.5196,29.0098
268,-0.462,1.2468,-1.3508,-0.4502,30.4836
269,-0.424,1.2784,-1.3508,-0.381,26.4268
270,-0.4112,1.2974,-1.3508,-0.3116,30.4244
271,-0.386,1.329,-1.3508,-0.2424,31.1724
272,-0.3606,1.3544,-1.3508,-0.1732,32.066
273,-0.3226,1.386,-1.3508,-0.1038,29.77
274,-0.31,1.3986,-1.3508,-0.0346,29.4986
275,-0.2974,1.405,-1.3508,0.0346,31.2042
276,-0.272,1.405,-1.3508,0.1038,30.7532
277,-0.2278,1.3924,-1.3508,0.1732,31.0478
278,-0.2088,1.367,-1.3508,0.2424,30.6552
279,-0.215,1.3416,-1.3508,0.3116,31.786
280,-0.234,1.3226,-1.3508,0.381,29.971
281,-0.2404,1.31,-1.3508,0.4502,29.7956
282,-0.291,1.31,-1.3508,0.5196,29.2816
283,-0.3796,1.3164,-1.3508,0.5888,30.0334
284,-0.4746,1.3036,-1.3508,0.658,29.053
285,-0.5506,1.291,-1.3508,0.7274,28.2982
286,-0.6328,1.272,-1.3508,0.7966,28.115
287,-0.6772,1.2784,-1.3508,0.866,26.2044
288,-0.734,1.291,-1.3508,0.9352,25.1792
289,-0.8036,1.3036,-1.3508,1.0044,25.6458
290,-0.8986,1.3226,-1.3508,1.0738,23.6564
291,-0.9936,1.329,-1.3508,1.143,24.5506
292,-1.0696,1.329,-1.3508,1.2124,24.7354
293,-1.1328,1.3164,-1.3508,1.2816,23.7406
294,-1.2088,1.2784,-1.3508,1.3508,22.8866
295,-1.2784,1.2658,-1.3508,1.4202,19.2612
296,-1.3164,1.2404,-1.3508,1.4894,17.4294
297,-1.3416,1.2214,-1.3508,1.5588,17.9908
298,-1.3924,1.1962,-1.3508,1.628,18.5338
299,-1.4302,1.1454,-1.3508,1.6974,17.7728
300,-0.7974,0.6898,-1.2816,-1.6974,19.4526
301,-0.715,0.715,-1.2816,-1.628,18.4924
302,-0.6328,0.734,-1.2816,-1.5588,22.3964
303,-0.5568,0.7658,-1.2816,-1.4894,21.884
304,-0.5,0.7784,-1.2816,-1.4202,23.5774
305,-0.4366,0.7974,-1.2816,-1.3508,22.7944
306,-0.348,0.829,-1.2816,-1.2816,22.8814
307,-0.253,0.8606,-1.2816,-1.2124,22.4974
308,-0.2024,0.8796,-1.2816,-1.143,27.3236
309,-0.1834,0.9112,-1.2816,-1.0738,26.681
310,-0.1898,0.9556,-1.2816,-1.0044,28.7072
311,-0.2088,1.0062,-1.2816,-0.9352,26.3918
312,-0.2278,1.0568,-1.2816,-0.866,27.2452
313,-0.2594,1.0886,-1.2816,-0.7966,30.0154
314,-0.2848,1.1138,-1.2816,-0.7274,29.3968
315,-0.3226,1.1392,-1.2816,-0.658,30.5514
316,-0.3416,1.1708,-1.2816,-0.5888,31.0868
317,-0.348,1.215,-1.2816,-0.5196,29.54
318,-0.3416,1.2594,-1.2816,-0.4502,29.2658
319,-0.3036,1.291,-1.2816,-0.381,30.7142
320,-0.272,1.3164,-1.2816,-0.3116,30.5396
321,-0.2594,1.3544,-1.2816,-0.2424,32.8248
322,-0.234,1.3924,-1.2816,-0.1732,31.7956
323,-0.2214,1.4112,-1.2816,-0.1038,32.6306
324,-0.1834,1.424,-1.2816,-0.0346,31.1786
325,-0.1582,1.443,-1.2816,0.0346,30.2158
326,-0.1392,1.4366,-1.2816,0.1038,32.2238
327,-0.1074,1.4112,-1.2816,0.1732,32.4934
328,-0.1012,1.386,-1.2816,0.2424,34.37
329,-0.1012,1.3734,-1.2816,0.3116,33.2156
330,-0.1328,1.367,-1.2816,0.381,31.397
331,-0.1582,1.3606,-1.2816,0.4502,31.1128
332,-0.1962,1.367,-1.2816,0.5196,31.0498
333,-0.291,1.3796,-1.2816,0.5888,32.142
334,-0.386,1.3796,-1.2816,0.658,31.4406
335,-0.4682,1.3734,-1.2816,0.7274,30.7022
336,-0.5506,1.3734,-1.2816,0.7966,29.3096
337,-0.6138,1.367,-1.2816,0.866,27.4964
338,-0.6708,1.3734,-1.2816,0.9352,25.0198
339,-0.7784,1.3796,-1.2816,1.0044,23.0924
340,-0.9112,1.3924,-1.2816,1.0738,25.286
341,-1.0062,1.424,-1.2816,1.143,24.191
342,-1.0696,1.4176,-1.2816,1.2124,24.5668
343,-1.1392,1.386,-1.2816,1.2816,23.7098
344,-1.2088,1.3734,-1.2816,1.3508,21.7952
345,-1.2848,1.348,-1.2816,1.4202,22.7344
346,-1.329,1.3164,-1.2816,1.4894,20.2206
347,-1.367,1.291,-1.2816,1.5588,19.406
348,-1.4112,1.253,-1.2816,1.628,17.5118
349,-1.443,1.1898,-1.2816,1.6974,17.0078
350,-0.791,0.6708,-1.2124,-1.6974,17.5966
351,-0.7088,0.6898,-1.2124,-1.628,18.7008
352,-0.6264,0.7024,-1.2124,-1.5588,19.0526
353,-0.5568,0.715,-1.2124,-1.4894,23.039
354,-0.4936,0.7468,-1.2124,-1.4202,21.9766
355,-0.4302,0.772,-1.2124,-1.3508,24.7646
356,-0.3416,0.8036,-1.2124,-1.2816,23.8976
357,-0.2468,0.8416,-1.2124,-1.2124,23.965
358,-0.1772,0.886,-1.2124,-1.143,26.989
359,-0.1582,0.9112,-1.2124,-1.0738,27.5568
360,-0.1582,0.9556,-1.2124,-1.0044,29.7638
361,-0.1644,1.0062,-1.2124,-0.9352,29.9846
362,-0.1834,1.0632,-1.2124,-0.866,30.1002
363,-0.1898,1.1074,-1.2124,-0.7966,28.8204
364,-0.215,1.1392,-1.2124,-0.7274,28.2208
365,-0.2278,1.1708,-1.2124,-0.658,33.85
366,-0.2214,1.2088,-1.2124,-0.5888,32.9536
367,-0.234,1.2468,-1.2124,-0.5196,31.2358
368,-0.2214,1.291,-1.2124,-0.4502,30.1458
369,-0.215,1.31,-1.2124,-0.381,31.06
370,-0.2024,1.3416,-1.2124,-0.3116,31.4442
371,-0.1708,1.3796,-1.2124,-0.2424,33.3848
372,-0.1518,1.4112,-1.2124,-0.1732,30.848
373,-0.1074,1.4302,-1.2124,-0.1038,31.402
374,-0.0568,1.4366,-1.2124,-0.0346,29.9964
375,-0.0378,1.4492,-1.2124,0.0346,30.3334
376,-0.0188,1.4492,-1.2124,0.1038,35.5114
377,-0.0126,1.4366,-1.2124,0.1732,33.791
378,0.0062,1.4176,-1.2124,0.2424,35.428
379,0.0062,1.4176,-1.2124,0.3116,34.0514
380,-0.0568,1.4176,-1.2124,0.381,32.4008
381,-0.1074,1.4112,-1.2124,0.4502,33.0354
382,-0.1582,1.424,-1.2124,0.5196,31.516
383,-0.234,1.4556,-1.2124,0.5888,32.0672
384,-0.31,1.4556,-1.2124,0.658,33.4358
385,-0.3986,1.462,-1.2124,0.7274,29.9702
386,-0.4936,1.4492,-1.2124,0.7966,30.6992
387,-0.5696,1.4492,-1.2124,0.866,29.4704
388,-0.6518,1.4556,-1.2124,0.9352,25.5758
389,-0.791,1.443,-1.2124,1.0044,26.3312
390,-0.8796,1.4556,-1.2124,1.0738,25.6456
391,-0.9872,1.4682,-1.2124,1.143,26.9506
392,-1.0758,1.4682,-1.2124,1.2124,23.1628
393,-1.1202,1.443,-1.2124,1.2816,22.0182
394,-1.1962,1.4112,-1.2124,1.3508,23.8128
395,-1.2784,1.3796,-1.2124,1.4202,20.8358
396,-1.3416,1.3606,-1.2124,1.4894,22.331
397,-1.386,1.329,-1.2124,1.5588,23.0992
398,-1.424,1.2848,-1.2124,1.628,19.7612
399,-1.4492,1.2404,-1.2124,1.6974,18.5754
400,-0.753,0.6518,-1.143,-1.6974,19.6022
401,-0.6834,0.6708,-1.143,-1.628,20.9276
402,-0.6074,0.6898,-1.143,-1.5588,20.7502
403,-0.5378,0.715,-1.143,-1.4894,22.137
404,-0.481,0.7468,-1.143,-1.4202,22.5674
405,-0.424,0.772,-1.143,-1.3508,24.1232
406,-0.329,0.81,-1.143,-1.2816,25.3636
407,-0.2278,0.8544,-1.143,-1.2124,26.6354
408,-0.1644,0.8986,-1.143,-1.143,27.4284
409,-0.1138,0.9556,-1.143,-1.0738,29.3608
410,-0.1012,1.0126,-1.143,-1.0044,30.251
411,-0.0948,1.0568,-1.143,-0.9352,30.252
412,-0.1264,1.0948,-1.143,-0.866,28.581
413,-0.1328,1.1328,-1.143,-0.7966,30.206
414,-0.1328,1.1708,-1.143,-0.7274,32.097
415,-0.1328,1.2024,-1.143,-0.658,32.798
416,-0.1264,1.2404,-1.143,-0.5888,33.7546
417,-0.1264,1.2784,-1.143,-0.5196,31.9566
418,-0.1328,1.3036,-1.143,-0.4502,32.6658
419,-0.1454,1.3226,-1.143,-0.381,32.5688
420,-0.1202,1.3416,-1.143,-0.3116,33.0016
421,-0.0886,1.3796,-1.143,-0.2424,32.776
422,-0.0316,1.4176,-1.143,-0.1732,33.2804
423,0.0252,1.4366,-1.143,-0.1038,30.6226
424,0.0506,1.443,-1.143,-0.0346,31.4148
425,0.0758,1.4492,-1.143,0.0346,34.7114
426,0.1074,1.4492,-1.143,0.1038,34.7164
427,0.1074,1.443,-1.143,0.1732,36.2058
428,0.1328,1.4366,-1.143,0.2424,37.6926
429,0.0822,1.4366,-1.143,0.3116,35.0928
430,0.0062,1.4366,-1.143,0.381,33.6966
431,-0.0758,1.4492,-1.143,0.4502,32.3058
432,-0.1328,1.462,-1.143,0.5196,32.084
433,-0.1962,1.4746,-1.143,0.5888,31.677
434,-0.2848,1.481,-1.143,0.658,33.0664
435,-0.3734,1.4872,-1.143,0.7274,31.922
436,-0.481,1.4872,-1.143,0.7966,30.7928
437,-0.5822,1.4936,-1.143,0.866,30.524
438,-0.6962,1.4872,-1.143,0.9352,27.037
439,-0.791,1.481,-1.143,1.0044,26.2576
440,-0.8796,1.4682,-1.143,1.0738,27.8128
441,-0.9556,1.4746,-1.143,1.143,26.5498
442,-1.0252,1.462,-1.143,1.2124,25.4066
443,-1.0758,1.443,-1.143,1.2816,24.6938
444,-1.1328,1.405,-1.143,1.3508,24.299
445,-1.2468,1.3796,-1.143,1.4202,22.7518
446,-1.3226,1.3544,-1.143,1.4894,22.9892
447,-1.367,1.329,-1.143,1.5588,22.1422
448,-1.3986,1.3036,-1.143,1.628,21.4448
449,-1.4492,1.2658,-1.143,1.6974,18.21
450,-0.7214,0.6582,-1.0738,-1.6974,20.8534
451,-0.6708,0.6708,-1.0738,-1.628,21.1
452,-0.5822,0.7024,-1.0738,-1.5588,21.4114
453,-0.5,0.753,-1.0738,-1.4894,22.165
454,-0.443,0.791,-1.0738,-1.4202,22.6232
455,-0.3796,0.8226,-1.0738,-1.3508,24.8386
456,-0.2974,0.867,-1.0738,-1.2816,25.3478
457,-0.2278,0.8986,-1.0738,-1.2124,28.0904
458,-0.1454,0.943,-1.0738,-1.143,27.8258
459,-0.0822,0.9872,-1.0738,-1.0738,30.7244
460,-0.0378,1.0442,-1.0738,-1.0044,30.2454
461,-0.0188,1.0948,-1.0738,-0.9352,29.391
462,-0.0316,1.1328,-1.0738,-0.866,28.934
463,-0.0316,1.1582,-1.0738,-0.7966,31.3298
464,-0.0188,1.1898,-1.0738,-0.7274,33.2394
465,0.0,1.2214,-1.0738,-0.658,33.8828
466,-0.0126,1.2468,-1.0738,-0.5888,32.9234
467,-0.0316,1.272,-1.0738,-0.5196,33.2442
468,-0.0188,1.2974,-1.0738,-0.4502,33.4306
469,-0.0126,1.3164,-1.0738,-0.381,31.827
470,-0.0062,1.348,-1.0738,-0.3116,32.5588
471,0.0506,1.367,-1.0738,-0.2424,31.7242
472,0.0948,1.3986,-1.0738,-0.1732,31.323
473,0.1328,1.4302,-1.0738,-0.1038,33.2576
474,0.1834,1.4556,-1.0738,-0.0346,33.883
475,0.2024,1.4556,-1.0738,0.0346,32.6662
476,0.2088,1.443,-1.0738,0.1038,35.4084
477,0.2024,1.4302,-1.0738,0.1732,37.3148
478,0.1772,1.4176,-1.0738,0.2424,35.8042
479,0.1202,1.424,-1.0738,0.3116,35.3594
480,0.0316,1.4366,-1.0738,0.381,34.186
481,-0.0632,1.443,-1.0738,0.4502,32.4876
482,-0.1328,1.4556,-1.0738,0.5196,30.8658
483,-0.2088,1.4682,-1.0738,0.5888,31.5972
484,-0.291,1.4746,-1.0738,0.658,31.6374
485,-0.3924,1.481,-1.0738,0.7274,32.9702
486,-0.5,1.4872,-1.0738,0.7966,31.1138
487,-0.5758,1.5,-1.0738,0.866,30.6594
488,-0.6834,1.4936,-1.0738,0.9352,29.0938
489,-0.7974,1.4682,-1.0738,1.0044,26.7978
490,-0.8606,1.462,-1.0738,1.0738,26.314
491,-0.9302,1.4492,-1.0738,1.143,27.027
